date,season,player_name,nba_team,contract_type,year,season_id,season_type,team_id,player_id,position,total_games_played,total_games_started,total_minutes,total_field_goals_made,total_field_goals_att,total_field_goals_pct,total_two_points_made,total_two_points_att,total_two_points_pct,total_three_points_made,total_three_points_att,total_three_points_pct,total_blocked_att,total_free_throws_made,total_free_throws_att,total_free_throws_pct,total_offensive_rebounds,total_defensive_rebounds,total_rebounds,total_assists,total_turnovers,total_assists_turnover_ratio,total_steals,total_blocks,total_personal_fouls,total_tech_fouls,total_points,total_flagrant_fouls,total_ejections,total_foulouts,total_tech_fouls_non_unsportsmanlike,total_true_shooting_att,total_true_shooting_pct,total_efficiency,total_field_goals_at_rim_made,total_field_goals_at_rim_att,total_field_goals_at_rim_pct,total_field_goals_at_midrange_made,total_field_goals_at_midrange_att,total_field_goals_at_midrange_pct,total_usage_pct,avg_minutes,avg_points,avg_off_rebounds,avg_def_rebounds,avg_rebounds,avg_assists,avg_steals,avg_blocks,avg_turnovers,avg_personal_fouls,avg_flagrant_fouls,avg_blocked_att,avg_field_goals_made,avg_field_goals_att,avg_three_points_made,avg_three_points_att,avg_free_throws_made,avg_free_throws_att,avg_two_points_made,avg_two_points_att,avg_efficiency,avg_true_shooting_att,games_played,minutes,points,assists,rebounds,steals,blocks,turnovers,fgm,fga,tpm,tpa,ftm,fta
2025-07-01,2025-26,Eli Ndiaye,atlanta hawks,two-way signing,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-07,2024-25,Elfrid Payton,Charlotte Hornets,Two 10-day contracts (only 1st date is shown),2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-21,2024-25,Elfrid Payton,New Orleans Pelicans,Two 10-day contracts followed by signing for the rest of season,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01,2025-26,E.J. Liddell,brooklyn nets,two-way signing,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01,2025-26,Dylan Cardwell,sacramento kings,two-way signing,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01,2025-26,Drew Peterson,charlotte hornets,two-way signing,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01,2025-26,Dominick Barlow,philadelphia 76ers,two-way signing,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-11,2024-25,David Roddy,Philadelphia 76ers,10-day contract,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01,2025-26,David Jones Garcia,san antonio spurs,two-way signing,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01,2025-26,Daniss Jenkins,detroit pistons,two-way signing,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-08,2024-25,Daishen Nix,Sacramento Kings,10-day contract,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01,2025-26,Daeqwon Plowden,sacramento kings,two-way signing,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01,2025-26,Curtis Jones,denver nuggets,two-way signing,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-04-03,2024-25,Colin Castleton,Philadelphia 76ers,10-day contract,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-06,2024-25,Colin Castleton,Toronto Raptors,Two 10-day contracts (only 1st date is shown),2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01,2025-26,Colin Castleton,orlando magic,two-way signing,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-03-26,2024-25,Cole Swider,Toronto Raptors,10-day contract followed by signing for the rest of season,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-05,2025-26,Cody Martin,Indiana Pacers,10-day contract,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-07,2024-25,Chuma Okeke,Philadelphia 76ers,Two 10-day contracts (only 1st date is shown),2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01,2025-26,Chucky Hepburn,toronto raptors,two-way signing,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01,2025-26,Christian Koloko,los angeles lakers,two-way signing,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01,2025-26,Chris Youngblood,oklahoma city thunder,two-way signing,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01,2025-26,Chris Manon,los angeles lakers,two-way signing,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01,2025-26,Chris Livingston,cleveland cavaliers,two-way signing,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-27,2025-26,Charles Bassey,Memphis Grizzlies,10-day contract,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01,2025-26,Caleb Love,portland trail blazers,two-way signing,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01,2025-26,Caleb Houston,atlanta hawks,two-way signing,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01,2025-26,CJ Huntley,phoenix suns,two-way signing,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01,2025-26,Bryce McGowens,new orleans pelicans,two-way signing,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01,2025-26,Brooks Barnhizer,oklahoma city thunder,two-way signing,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-01-10,2024-25,Branden Carlson,Oklahoma City Thunder,Two 10-day contracts (only 1st date is shown),2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01,2025-26,Branden Carlson,oklahoma city thunder,two-way signing,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-02-09,2024-25,Bismack Biyombo,San Antonio Spurs,Two 10-day contracts followed by signing for the rest of season,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01,2025-26,Antonio Reeves,charlotte hornets,two-way signing,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01,2025-26,Amari Williams,boston celtics,two-way signing,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01,2025-26,Alijah Martin,toronto raptors,two-way signing,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01,2025-26,Alex Toohey,golden state warriors,two-way signing,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01,2025-26,Alex Antetokounmpo,milwaukee bucks,two-way signing,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-07-01,2025-26,A.J. Lawson,toronto raptors,two-way signing,2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-11,2023-24,Zhaire Smith,Cleveland Cavaliers,10-day contract,2024,2024.0,REG,de15d563-8e6b-4f3d-ba47-9dfb6fc51222,7f8d8bf0-b413-4a56-adf1-fd85e7c296ff,G,13.0,4.0,271.0,34.0,75.0,0.453,27.0,41.0,0.659,7.0,34.0,0.206,8.0,6.0,7.0,0.857,13.0,38.0,51.0,12.0,11.0,1.09,9.0,7.0,19.0,0.0,85.0,0.0,0.0,0.0,0.0,78.08,0.544,111.0,23.0,36.0,0.639,0.0,0.0,0.0,14.12,20.8,6.5,1.0,2.92,3.92,0.9,0.69,0.54,0.85,1.46,0.0,0.62,2.62,5.77,0.54,2.62,0.46,0.54,2.08,3.15,8.54,6.01,13.0,271.0,85.0,12.0,51.0,9.0,7.0,11.0,34.0,75.0,7.0,34.0,6.0,7.0
2024-02-11,2023-24,Zhaire Smith,Cleveland Cavaliers,10-day contract,2024,2024.0,REG,cb42985c-2c08-4540-8b89-ea4d0b84958e,7f8d8bf0-b413-4a56-adf1-fd85e7c296ff,G,14.0,12.0,526.0,108.0,201.0,0.537,86.0,131.0,0.656,22.0,70.0,0.314,10.0,33.0,41.0,0.805,15.0,46.0,61.0,36.0,34.0,1.06,19.0,17.0,36.0,0.0,292.0,0.0,0.0,0.0,0.0,219.04,0.667,290.0,60.0,78.0,0.769,9.0,16.0,0.563,21.39,37.6,20.9,1.07,3.29,4.36,2.6,1.36,1.21,2.43,2.57,0.0,0.71,7.71,14.36,1.57,5.0,2.36,2.93,6.14,9.36,20.71,15.65,14.0,526.0,292.0,36.0,61.0,19.0,17.0,34.0,108.0,201.0,22.0,70.0,33.0,41.0
2024-03-30,2023-24,Zavier Simpson,Memphis Grizzlies,Two 10-day contracts (only 1st date is shown),2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-08,2023-24,Wenyen Gabriel,Memphis Grizzlies,10-day contract,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-30,2023-24,Trey Jemison,Memphis Grizzlies,10-day contract,2024,2024.0,REG,0a3d428b-572a-4a94-b716-8c1297c53d8e,723388d2-c986-4e17-9fd2-26b0e433eff7,C,4.0,3.0,97.0,17.0,34.0,0.5,17.0,34.0,0.5,0.0,0.0,0.0,2.0,4.0,6.0,0.667,13.0,18.0,31.0,7.0,2.0,3.5,3.0,3.0,12.0,0.0,42.0,0.0,0.0,0.0,0.0,36.64,0.573,65.0,9.0,12.0,0.75,0.0,1.0,0.0,17.66,24.3,10.5,3.25,4.5,7.75,1.8,0.75,0.75,0.5,3.0,0.0,0.5,4.25,8.5,0.0,0.0,1.0,1.5,4.25,8.5,16.25,9.16,4.0,97.0,42.0,7.0,31.0,3.0,3.0,2.0,17.0,34.0,0.0,0.0,4.0,6.0
2024-01-30,2023-24,Trey Jemison,Memphis Grizzlies,10-day contract,2024,2024.0,REG,a565062b-f8be-4a7f-b1f1-502057f3b365,723388d2-c986-4e17-9fd2-26b0e433eff7,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-01-20,2023-24,Trey Jemison,Washington Wizards,10-day contract,2024,2024.0,REG,0a3d428b-572a-4a94-b716-8c1297c53d8e,723388d2-c986-4e17-9fd2-26b0e433eff7,C,4.0,3.0,97.0,17.0,34.0,0.5,17.0,34.0,0.5,0.0,0.0,0.0,2.0,4.0,6.0,0.667,13.0,18.0,31.0,7.0,2.0,3.5,3.0,3.0,12.0,0.0,42.0,0.0,0.0,0.0,0.0,36.64,0.573,65.0,9.0,12.0,0.75,0.0,1.0,0.0,17.66,24.3,10.5,3.25,4.5,7.75,1.8,0.75,0.75,0.5,3.0,0.0,0.5,4.25,8.5,0.0,0.0,1.0,1.5,4.25,8.5,16.25,9.16,4.0,97.0,42.0,7.0,31.0,3.0,3.0,2.0,17.0,34.0,0.0,0.0,4.0,6.0
2024-01-20,2023-24,Trey Jemison,Washington Wizards,10-day contract,2024,2024.0,REG,a565062b-f8be-4a7f-b1f1-502057f3b365,723388d2-c986-4e17-9fd2-26b0e433eff7,C,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-02-12,2023-24,Tosan Evbuomwan,Detroit Pistons,10-day contract,2024,2024.0,REG,80411a5b-5ac0-4297-a19d-2dff8e0b611b,a13cb61f-223c-4b04-b1eb-1abe652d945c,F,2.0,2.0,65.0,17.0,33.0,0.515,14.0,24.0,0.583,3.0,9.0,0.333,5.0,6.0,8.0,0.75,2.0,11.0,13.0,4.0,1.0,4.0,3.0,1.0,5.0,0.0,47.0,0.0,0.0,0.0,0.0,36.52,0.643,49.0,5.0,7.0,0.714,0.0,4.0,0.0,25.25,32.5,23.5,1.0,5.5,6.5,2.0,1.5,0.5,0.5,2.5,0.0,2.5,8.5,16.5,1.5,4.5,3.0,4.0,7.0,12.0,24.5,18.26,2.0,65.0,47.0,4.0,13.0,3.0,1.0,1.0,17.0,33.0,3.0,9.0,6.0,8.0
2024-02-12,2023-24,Tosan Evbuomwan,Detroit Pistons,10-day contract,2024,2024.0,REG,a542fdd8-369d-4739-85c9-9ebf3be933aa,a13cb61f-223c-4b04-b1eb-1abe652d945c,F,13.0,13.0,441.0,84.0,175.0,0.48,63.0,119.0,0.529,21.0,56.0,0.375,16.0,37.0,45.0,0.822,20.0,81.0,101.0,45.0,28.0,1.61,13.0,9.0,35.0,1.0,251.0,0.0,0.0,2.0,0.0,194.8,0.644,292.0,30.0,37.0,0.811,2.0,11.0,0.182,21.87,33.9,19.3,1.54,6.23,7.77,3.5,1.0,0.69,2.15,2.69,0.0,1.23,6.46,13.46,1.62,4.31,2.85,3.46,4.85,9.15,22.46,14.98,13.0,441.0,251.0,45.0,101.0,13.0,9.0,28.0,84.0,175.0,21.0,56.0,37.0,45.0
2024-01-30,2023-24,Tosan Evbuomwan,Memphis Grizzlies,10-day contract,2024,2024.0,REG,80411a5b-5ac0-4297-a19d-2dff8e0b611b,a13cb61f-223c-4b04-b1eb-1abe652d945c,F,2.0,2.0,65.0,17.0,33.0,0.515,14.0,24.0,0.583,3.0,9.0,0.333,5.0,6.0,8.0,0.75,2.0,11.0,13.0,4.0,1.0,4.0,3.0,1.0,5.0,0.0,47.0,0.0,0.0,0.0,0.0,36.52,0.643,49.0,5.0,7.0,0.714,0.0,4.0,0.0,25.25,32.5,23.5,1.0,5.5,6.5,2.0,1.5,0.5,0.5,2.5,0.0,2.5,8.5,16.5,1.5,4.5,3.0,4.0,7.0,12.0,24.5,18.26,2.0,65.0,47.0,4.0,13.0,3.0,1.0,1.0,17.0,33.0,3.0,9.0,6.0,8.0
2024-01-30,2023-24,Tosan Evbuomwan,Memphis Grizzlies,10-day contract,2024,2024.0,REG,a542fdd8-369d-4739-85c9-9ebf3be933aa,a13cb61f-223c-4b04-b1eb-1abe652d945c,F,13.0,13.0,441.0,84.0,175.0,0.48,63.0,119.0,0.529,21.0,56.0,0.375,16.0,37.0,45.0,0.822,20.0,81.0,101.0,45.0,28.0,1.61,13.0,9.0,35.0,1.0,251.0,0.0,0.0,2.0,0.0,194.8,0.644,292.0,30.0,37.0,0.811,2.0,11.0,0.182,21.87,33.9,19.3,1.54,6.23,7.77,3.5,1.0,0.69,2.15,2.69,0.0,1.23,6.46,13.46,1.62,4.31,2.85,3.46,4.85,9.15,22.46,14.98,13.0,441.0,251.0,45.0,101.0,13.0,9.0,28.0,84.0,175.0,21.0,56.0,37.0,45.0
2024-04-06,2023-24,Timmy Allen,Memphis Grizzlies,10-day contract,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-20,2023-24,Taze Moore,Portland Trail Blazers,Two 10-day contracts (only 1st date is shown),2024,2024.0,REG,1adf6996-af2e-41a2-b158-174b0e4c5a1d,47714f7c-ebcf-4c8c-9a45-cc76b1a8e2dc,G,9.0,9.0,275.0,43.0,100.0,0.43,26.0,51.0,0.51,17.0,49.0,0.347,3.0,8.0,9.0,0.889,14.0,48.0,62.0,49.0,33.0,1.48,11.0,4.0,15.0,1.0,113.0,1.0,0.0,0.0,0.0,103.96,0.543,148.0,14.0,21.0,0.667,0.0,2.0,0.0,20.8,30.6,12.6,1.56,5.33,6.89,5.4,1.22,0.44,3.67,1.67,0.11,0.33,4.78,11.11,1.89,5.44,0.89,1.0,2.89,5.67,16.44,11.55,9.0,275.0,113.0,49.0,62.0,11.0,4.0,33.0,43.0,100.0,17.0,49.0,8.0,9.0
2024-03-06,2023-24,Taj Gibson,Detroit Pistons,10-day contract followed by signing for the rest of season,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-30,2023-24,Taj Gibson,New York Knicks,Two 10-day contracts (only 1st date is shown),2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-09,2023-24,Taevion Kinsey,Utah Jazz,10-day contract,2024,2024.0,REG,f12b109d-a4fa-42f4-83fd-34a82cf65239,7b10587d-f933-42f9-b6e8-d04a1c9907c6,G,34.0,34.0,1182.0,166.0,320.0,0.519,130.0,212.0,0.613,36.0,108.0,0.333,21.0,30.0,50.0,0.6,62.0,72.0,134.0,96.0,41.0,2.34,32.0,12.0,51.0,3.0,419.0,0.0,0.0,0.0,0.0,342.0,0.613,478.0,63.0,78.0,0.808,11.0,26.0,0.423,13.7,34.8,12.3,1.82,2.12,3.94,2.8,0.94,0.35,1.21,1.5,0.0,0.62,4.88,9.41,1.06,3.18,0.88,1.47,3.82,6.24,14.06,10.06,34.0,1182.0,419.0,96.0,134.0,32.0,12.0,41.0,166.0,320.0,36.0,108.0,30.0,50.0
2024-03-06,2023-24,T.J. Warren,Minnesota Timberwolves,Two 10-day contracts (only 1st date is shown),2024,2024.0,REG,4dc54726-0738-413b-98b1-5b90dfe99aae,533db993-7b47-4b72-808b-87b7b13615fa,F,21.0,21.0,760.0,169.0,364.0,0.464,101.0,175.0,0.577,68.0,189.0,0.36,18.0,46.0,52.0,0.885,37.0,91.0,128.0,90.0,49.0,1.84,35.0,19.0,37.0,6.0,478.0,0.0,0.0,0.0,0.0,386.88,0.618,500.0,57.0,85.0,0.671,9.0,22.0,0.409,23.7,36.2,22.8,1.76,4.33,6.1,4.3,1.67,0.9,2.33,1.76,0.0,0.86,8.05,17.33,3.24,9.0,2.19,2.48,4.81,8.33,23.81,18.42,21.0,760.0,478.0,90.0,128.0,35.0,19.0,49.0,169.0,364.0,68.0,189.0,46.0,52.0
2024-02-26,2023-24,Sharife Cooper,Cleveland Cavaliers,10-day contract,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-03,2023-24,R.J. Hampton,Washington Wizards,10-day contract,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-01-18,2023-24,Pete Nance,Cleveland Cavaliers,10-day contract,2024,2024.0,REG,67a79348-041a-45f6-bb12-722d38dc8dbf,8d794d32-a27e-4744-b622-04d1d549c77e,F,4.0,4.0,149.0,27.0,57.0,0.474,13.0,24.0,0.542,14.0,33.0,0.424,4.0,1.0,2.0,0.5,7.0,27.0,34.0,11.0,3.0,3.67,6.0,4.0,9.0,0.0,70.0,0.0,0.0,0.0,0.0,57.88,0.605,91.0,8.0,14.0,0.571,4.0,6.0,0.667,18.17,37.3,17.5,1.75,6.75,8.5,2.8,1.5,1.0,0.75,2.25,0.0,1.0,6.75,14.25,3.5,8.25,0.25,0.5,3.25,6.0,22.75,14.47,4.0,149.0,70.0,11.0,34.0,6.0,4.0,3.0,27.0,57.0,14.0,33.0,1.0,2.0
2024-01-18,2023-24,Pete Nance,Cleveland Cavaliers,10-day contract,2024,2024.0,REG,de15d563-8e6b-4f3d-ba47-9dfb6fc51222,8d794d32-a27e-4744-b622-04d1d549c77e,F,2.0,1.0,37.0,6.0,11.0,0.545,4.0,5.0,0.8,2.0,6.0,0.333,0.0,1.0,2.0,0.5,2.0,6.0,8.0,4.0,4.0,1.0,0.0,1.0,6.0,0.0,15.0,0.0,0.0,0.0,0.0,11.88,0.631,18.0,3.0,3.0,1.0,0.0,0.0,0.0,18.43,18.5,7.5,1.0,3.0,4.0,2.0,0.0,0.5,2.0,3.0,0.0,0.0,3.0,5.5,1.0,3.0,0.5,1.0,2.0,2.5,9.0,5.94,2.0,37.0,15.0,4.0,8.0,0.0,1.0,4.0,6.0,11.0,2.0,6.0,1.0,2.0
2024-01-18,2023-24,Pete Nance,Cleveland Cavaliers,10-day contract,2024,2024.0,REG,9ea5b326-cd0b-4bc2-bcec-dc174cb22ae9,8d794d32-a27e-4744-b622-04d1d549c77e,F,2.0,1.0,49.0,8.0,14.0,0.571,5.0,7.0,0.714,3.0,7.0,0.429,0.0,1.0,2.0,0.5,2.0,6.0,8.0,2.0,1.0,2.0,1.0,1.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,14.88,0.672,24.0,2.0,2.0,1.0,0.0,1.0,0.0,14.72,24.5,10.0,1.0,3.0,4.0,1.0,0.5,0.5,0.5,0.5,0.0,0.0,4.0,7.0,1.5,3.5,0.5,1.0,2.5,3.5,12.0,7.44,2.0,49.0,20.0,2.0,8.0,1.0,1.0,1.0,8.0,14.0,3.0,7.0,1.0,2.0
2024-02-10,2023-24,Mouhamadou Gueye,Toronto Raptors,10-day contract,2024,2024.0,REG,cefdc308-b8ea-441e-a698-6ef3891cec35,ba01bdf5-77ba-4fd4-bfd8-cd708cd9ef01,F,18.0,10.0,409.0,74.0,131.0,0.565,72.0,123.0,0.585,2.0,8.0,0.25,20.0,16.0,35.0,0.457,32.0,58.0,90.0,29.0,32.0,0.91,6.0,17.0,39.0,0.0,175.0,0.0,0.0,1.0,0.0,146.4,0.598,209.0,57.0,81.0,0.704,0.0,1.0,0.0,19.58,22.7,9.7,1.78,3.22,5.0,1.6,0.33,0.94,1.78,2.17,0.0,1.11,4.11,7.28,0.11,0.44,0.89,1.94,4.0,6.83,11.61,8.13,18.0,409.0,175.0,29.0,90.0,6.0,17.0,32.0,74.0,131.0,2.0,8.0,16.0,35.0
2024-01-29,2023-24,Matthew Hurt,Memphis Grizzlies,Two 10-day contracts (only 1st date is shown),2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-02-20,2023-24,Marques Bolden,Charlotte Hornets,10-day contract,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-18,2023-24,Marcus Morris,Cleveland Cavaliers,10-day contract followed by signing for the rest of season,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2024-03-20,2023-24,Maozinha Pereira,Memphis Grizzlies,Two 10-day contracts (only 1st date is shown),2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
