Date,Player,Active,Team,Type,date,season,player_name,nba_team,contract_type
01/27/19,"Terry, Emanuel",,Phoenix Suns,10-day contract,2019-01-27,2018-19,"Terry, Emanuel",Phoenix Suns,10-day contract
01/27/19,"Simmons, Kobi",,Cleveland Cavaliers,10-day contract,2019-01-27,2018-19,"Simmons, Kobi",Cleveland Cavaliers,10-day contract
01/25/19,"Creek, Mitch",,Brooklyn Nets,Two 10-day contracts (only 1st date is shown),2019-01-25,2018-19,"Creek, Mitch",Brooklyn Nets,Two 10-day contracts (only 1st date is shown)
01/24/19,"Caboclo, Bruno",,Memphis Grizzlies,Two 10-day contracts followed by signing for the rest of season,2019-01-24,2018-19,"Caboclo, Bruno",Memphis Grizzlies,Two 10-day contracts followed by signing for the rest of season
01/21/19,"Payton II, Gary",,Washington Wizards,10-day contract,2019-01-21,2018-19,"Payton II, Gary",Washington Wizards,10-day contract
01/20/19,"Hicks, Stephan",,Indiana Pacers,10-day contract,2019-01-20,2018-19,"Hicks, Stephan",Indiana Pacers,10-day contract
01/16/19,"Nunnally, James",,Houston Rockets,10-day contract,2019-01-16,2018-19,"Nunnally, James",Houston Rockets,10-day contract
01/15/19,"Brewer, Corey",,Philadelphia 76ers,Two 10-day contracts (only 1st date is shown),2019-01-15,2018-19,"Brewer, Corey",Philadelphia 76ers,Two 10-day contracts (only 1st date is shown)
01/07/19,"Acy, Quincy",,Phoenix Suns,Two 10-day contracts (only 1st date is shown),2019-01-07,2018-19,"Acy, Quincy",Phoenix Suns,Two 10-day contracts (only 1st date is shown)
01/06/19,"Payne, Cameron",,Cleveland Cavaliers,Two 10-day contracts (only 1st date is shown),2019-01-06,2018-19,"Payne, Cameron",Cleveland Cavaliers,Two 10-day contracts (only 1st date is shown)
04/01/18,"Evans, Jeremy",,Atlanta Hawks,10-day contract,2018-04-01,2017-18,"Evans, Jeremy",Atlanta Hawks,10-day contract
03/28/18,"Silas, Xavier",,Boston Celtics,10-day contract,2018-03-28,2017-18,"Silas, Xavier",Boston Celtics,10-day contract
03/27/18,"Brooks, MarShon",,Memphis Grizzlies,10-day contract followed by signing for the rest of season,2018-03-27,2017-18,"Brooks, MarShon",Memphis Grizzlies,10-day contract followed by signing for the rest of season
03/24/18,"Teague, Marquis",,Memphis Grizzlies,10-day contract followed by signing for the rest of season,2018-03-24,2017-18,"Teague, Marquis",Memphis Grizzlies,10-day contract followed by signing for the rest of season
03/23/18,"Nash, Le'Bryan",,Houston Rockets,10-day contract,2018-03-23,2017-18,"Nash, Le'Bryan",Houston Rockets,10-day contract
03/22/18,"Harrison, Aaron",,Dallas Mavericks,10-day contract followed by signing for the rest of season,2018-03-22,2017-18,"Harrison, Aaron",Dallas Mavericks,10-day contract followed by signing for the rest of season
03/18/18,"White, Okaro",,Cleveland Cavaliers,10-day contract followed by signing for the rest of season,2018-03-18,2017-18,"White, Okaro",Cleveland Cavaliers,10-day contract followed by signing for the rest of season
03/17/18,"Stockton, David",,Utah Jazz,Two 10-day contracts followed by signing for the rest of season,2018-03-17,2017-18,"Stockton, David",Utah Jazz,Two 10-day contracts followed by signing for the rest of season
03/15/18,"Drew II, Larry",,New Orleans Pelicans,Two 10-day contracts (only 1st date is shown),2018-03-15,2017-18,"Drew II, Larry",New Orleans Pelicans,Two 10-day contracts (only 1st date is shown)
03/14/18,"Weber, Briante",,Memphis Grizzlies,10-day contract,2018-03-14,2017-18,"Weber, Briante",Memphis Grizzlies,10-day contract
03/13/18,"Lee, Damion",,Atlanta Hawks,Two 10-day contracts followed by signing for the rest of season,2018-03-13,2017-18,"Lee, Damion",Atlanta Hawks,Two 10-day contracts followed by signing for the rest of season
03/11/18,"Jennings, Brandon",,Milwaukee Bucks,Two 10-day contracts followed by signing for the rest of season,2018-03-11,2017-18,"Jennings, Brandon",Milwaukee Bucks,Two 10-day contracts followed by signing for the rest of season
03/11/18,"Warney, Jameel",,Dallas Mavericks,10-day contract,2018-03-11,2017-18,"Warney, Jameel",Dallas Mavericks,10-day contract
03/09/18,"Williams, Derrick",,Los Angeles Lakers,10-day contract,2018-03-09,2017-18,"Williams, Derrick",Los Angeles Lakers,10-day contract
03/08/18,"Purvis, Rodney",,Orlando Magic,Two 10-day contracts followed by signing for the rest of season,2018-03-08,2017-18,"Purvis, Rodney",Orlando Magic,Two 10-day contracts followed by signing for the rest of season
03/08/18,"Papagiannis, Georgios",,Portland Trail Blazers,10-day contract followed by signing for the rest of season,2018-03-08,2017-18,"Papagiannis, Georgios",Portland Trail Blazers,10-day contract followed by signing for the rest of season
03/06/18,"Hayes-Davis, Nigel",,Toronto Raptors,Two 10-day contracts (only 1st date is shown),2018-03-06,2017-18,"Hayes-Davis, Nigel",Toronto Raptors,Two 10-day contracts (only 1st date is shown)
03/05/18,"Rathan-Mayes, Xavier",,Memphis Grizzlies,10-day contract,2018-03-05,2017-18,"Rathan-Mayes, Xavier",Memphis Grizzlies,10-day contract
03/04/18,"Kilpatrick, Sean",,Los Angeles Clippers,Two 10-day contracts (only 1st date is shown),2018-03-04,2017-18,"Kilpatrick, Sean",Los Angeles Clippers,Two 10-day contracts (only 1st date is shown)
03/02/18,"Wear, Travis",,Los Angeles Lakers,Two 10-day contracts followed by signing for the rest of season,2018-03-02,2017-18,"Wear, Travis",Los Angeles Lakers,Two 10-day contracts followed by signing for the rest of season
03/01/18,"Eddie, Jarell",,Chicago Bulls,10-day contract,2018-03-01,2017-18,"Eddie, Jarell",Chicago Bulls,10-day contract
02/28/18,"Morris, Jaylen",,Atlanta Hawks,Two 10-day contracts followed by signing for the rest of season,2018-02-28,2017-18,"Morris, Jaylen",Atlanta Hawks,Two 10-day contracts followed by signing for the rest of season
02/26/18,"Hopson, Scotty",,Dallas Mavericks,10-day contract,2018-02-26,2017-18,"Hopson, Scotty",Dallas Mavericks,10-day contract
02/23/18,"Sessions, Ramon",,Washington Wizards,Two 10-day contracts followed by signing for the rest of season,2018-02-23,2017-18,"Sessions, Ramon",Washington Wizards,Two 10-day contracts followed by signing for the rest of season
02/22/18,"Thornton, Marcus",,Cleveland Cavaliers,10-day contract,2018-02-22,2017-18,"Thornton, Marcus",Cleveland Cavaliers,10-day contract
02/22/18,"Cleveland, Antonius",,Atlanta Hawks,Two 10-day contracts followed by signing for the rest of season,2018-02-22,2017-18,"Cleveland, Antonius",Atlanta Hawks,Two 10-day contracts followed by signing for the rest of season
02/21/18,"Harrison, Shaquille",,Phoenix Suns,Two 10-day contracts followed by signing for the rest of season,2018-02-21,2017-18,"Harrison, Shaquille",Phoenix Suns,Two 10-day contracts followed by signing for the rest of season
02/21/18,"Lemon Jr., Walter",,New Orleans Pelicans,Two 10-day contracts (only 1st date is shown),2018-02-21,2017-18,"Lemon Jr., Walter",New Orleans Pelicans,Two 10-day contracts (only 1st date is shown)
02/21/18,"Rush, Brandon",,Portland Trail Blazers,10-day contract,2018-02-21,2017-18,"Rush, Brandon",Portland Trail Blazers,10-day contract
02/21/18,"McKinney Jones, Trey",,Indiana Pacers,10-day contract,2018-02-21,2017-18,"McKinney Jones, Trey",Indiana Pacers,10-day contract
02/21/18,"Williams, Troy",,New York Knicks,Two 10-day contracts followed by signing for the rest of season,2018-02-21,2017-18,"Williams, Troy",New York Knicks,Two 10-day contracts followed by signing for the rest of season
02/20/18,"Vaughn, Rashad",,Orlando Magic,Two 10-day contracts (only 1st date is shown),2018-02-20,2017-18,"Vaughn, Rashad",Orlando Magic,Two 10-day contracts (only 1st date is shown)
02/11/18,"Mitrou-Long, Naz",,Utah Jazz,Two 10-day contracts (only 1st date is shown),2018-02-11,2017-18,"Mitrou-Long, Naz",Utah Jazz,Two 10-day contracts (only 1st date is shown)
02/03/18,"Okafor, Emeka",,New Orleans Pelicans,Two 10-day contracts followed by signing for the rest of season,2018-02-03,2017-18,"Okafor, Emeka",New Orleans Pelicans,Two 10-day contracts followed by signing for the rest of season
02/02/18,"Gray, Josh",,Phoenix Suns,Two 10-day contracts (only 1st date is shown),2018-02-02,2017-18,"Gray, Josh",Phoenix Suns,Two 10-day contracts (only 1st date is shown)
